tweet,message,match,polarity
1877,Fuck no This would be like lighting yourself on fire because you have frost bite StupidPeople,"like, frost",neutral
1878,RT VeritasVital If you are reading this on ship There is no dock in site so best man the ropes and steer her through t,best,positive
1879,RT BillMcCombs3 Apparently in NY the China Flu only goes to gym after 10 PM Weird,,neutral
1880,RT alok bhatt Temperature was 2 degrees Celsius time 10 pm amp altitude around 000 feet when I clicked pics of these men wor,,neutral
1881,RT josstheboss The Chinese Flu is looking very American,,neutral
1882,This I cannot even fathom We all know death is a natural part of life but the amount suffering and they,"death, suffering",negative
1883,RT tribelaw This is genuinely deplorable It makes clear that MoscowMitch cares not a whit about the safety and security of United S,"clear, deplorable",neutral
1884,Spacedonkey1 Glad I have a farm and shop full of winter projects to stay busy,,neutral
1885,winter,,neutral
1886,RT airabarote i feel guilty for enjoying a sunny day here in mindanao while people luzon lost their homes and are at risk of dying du,"risk, lost, guilty, dying, enjoying",negative
1887,RT TheRISEofROD No one is dying from the seasonal flu anymore but covid infections are skyrocketing Even though we now have proven,"dying, infections, proven",negative
1888,RT airabarote i feel guilty for enjoying a sunny day here in mindanao while people luzon lost their homes and are at risk of dying du,"risk, lost, guilty, dying, enjoying",negative
1889,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1890,RT AndrewYang Did you know that Canada s life liberty and the pursuit of happiness is peace order good government That explai,"liberty, good, peace, happiness",positive
1891,RT State SCA Congrats NewSpace India Ltd on the successful launch of four U S satellites last week The amp and other Indian,successful,positive
1892,Meanwhile in Canada,,neutral
1893,RT Rigid3d The calm before the storm,calm,positive
1894,GovMurphy DECEMBER About ten days after Thanksgiving will say that there is a troubling uptick in COV,troubling,negative
1895,RT NYGovCuomo COVID fatigue is one thing denial another Remember You don t just put yourself at risk when you host large ind,"risk, fatigue, denial",negative
1896,ImmaBee247 I heard about a dipshit who went to family gathering while sick with the flu or maybe COVID Lots of,sick,negative
1897,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1898,RT tribelaw Time to think about the 25th Amendment,,neutral
1899,RT josstheboss The Chinese Flu is looking very American,,neutral
1900,RT josstheboss The Chinese Flu is looking very American,,neutral
1901,RT rasc One thing to admire about living in Canada during the winter is many stargazing spots readersdigest with help of our t,admire,positive
1902,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1903,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1904,RT Sholarsenic Universal Income Guaranteed social safety nets for everyone during a pandemic Fuck you what about their profits You c,,neutral
1905,RT lizard puss 60 to go literally right there,right,positive
1906,BigHitEnt Cause we lost the summer When each other naye gyejeoreul dollyeojweo Oh it s all go,lost,negative
1907,RT KOCOAbigail MISSING RACCOON Friends this is important George came to Oklahoma Norman area from Idaho help after our ice stor,important,positive
1908,HaydenLaCelle4 GovInslee You just another wimp that want a free handout Any of you realize they have not recorde,free,positive
1909,RT Aggieman30 HillaryClinton Poof Just like that the flu and common cold are gone It s a miracle You should have worn mask years ag,"like, miracle, worn, cold",neutral
1910,TUKMJ01 4 days for ur debut winter haha,,neutral
1911,RT josstheboss The Chinese Flu is looking very American,,neutral
1912,ChrisMorelli It s amazing all these getting covid but no one gets the flu even though it season must be magical or something,"magical, amazing",positive
1913,RT 3days3nights Georgia s Audit will be used to take down Dominion Voting Systems DVS and by default the entire voting industry This w,,neutral
1914,RT JustEsBaraheni Suicide figures are up 200 since lockdown Could 2 followers please copy and re post this tweet Call 1 833 456 4566,,neutral
1915,RT josstheboss The Chinese Flu is looking very American,,neutral
1916,RT andrewzimmern Good lord That s going to get a lot more people sick and will die because of irresponsible reckless stateme,"sick, die, irresponsible, reckless",negative
1917,Found my first grey in 2015 at 21 years old Surprisingly they haven t gotten significantly worse this year,worse,negative
1918,RT LifeSavingWA Kids in Yandeyarra recently enjoyed learning water safety skills from swimming teachers who travelled to the community fr,enjoyed,positive
1919,RT josstheboss The Chinese Flu is looking very American,,neutral
1920,RT Stand with HK Canadian government announces new measures to support Hong Kong residents including youth immigrate Canada Th,support,positive
1921,RT 1 5DegreesPeace Other countries have proven they want a world without nuclear arms Why hasn t Canada by Bianca Kabibi HuffPostOpin,proven,positive
1922,RT airabarote i feel guilty for enjoying a sunny day here in mindanao while people luzon lost their homes and are at risk of dying du,"risk, lost, guilty, dying, enjoying",negative
1923,RT lyinpretty NSFW winter bakugo makes everyone thirsty huh bakugoukatsuki nsfw bnha mha,,neutral
1924,RT JolyonMaugham Absolutely staggering After GoodLawProject sued DHSC for unlawfully procuring PPE from Pestfix put pressure on t,"sued, unlawfully",negative
1925,globalnews Globalnews et al are traitors to Canada and your time is just about up socialismkills democracydiesindarkness,,neutral
1926,LadyQanuck I love you who are You awesome so glad follow one of my favourites Lo,"love, awesome, glad",positive
1927,RT Ketil Isaksen Today a maximum temperature of 9 4 C was recorded at our new weather station in Reindalspasset the high Arctic Sval,,neutral
1928,RT josstheboss The Chinese Flu is looking very American,,neutral
1929,RT immharvic Twitter header People who are affected with UlyssesPH badly needs our help If you guys can spare even a small amount,badly,negative
1930,drdavidsamadi Rothbard1776 Phase 2 lockdowns dark winter,dark,negative
1931,RT josstheboss The Chinese Flu is looking very American,,neutral
1932,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1933,RT sparkle that This woman needs to be stopped before she hurts ClarkCountySch students and staff is not a joke Someone help us,"sparkle, joke, hurts",negative
1934,CFL TELUS 105th in Ottawa with my dad Our 5th GC together First the snow,,neutral
1935,RT josstheboss The Chinese Flu is looking very American,,neutral
1936,SmileyGnome Perhaps I m on Canada Fun podcast tho,,neutral
1937,RT theklmanuel A reminder that suspension of classes and activities is not based on whether students can go to school It whe,,neutral
1938,The good news is that no one in the household has COVID bad 104 fever GI upset and body ach,"bad, good, upset, fever",negative
1939,Air Canada question How Many Aeroplanes Activate In Word Company,,neutral
1940,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1941,RT bukrim l Old Coffee tree Yard Mankind of Winter,,neutral
1942,nily cdec26 NYCSchools tobystavisky LiuNewYork PCDistrict26 It does seem like they are using COVID as an excu,like,positive
1943,RT bsneezy313 bad faith thread I live in a city where the cops are underfunded argument is made But guess what they funded highe,"bad, faith",neutral
1944,HeyItsSteveYo CherylWanko RpdMw2 Nicci41186852 TheWaterIsHere JoeBiden If I had the flu was at home resting,,neutral
1945,RT VeritasVital Yeah Dominion has a virtual monopoly on Canadian voting Bought out by Staple Street Capital which is completely tied t,,neutral
1946,RT globestudiosph We know how much you have been waiting for the GayaSaPelikulaFinale but your safety is our top priority Stay tuned,top,positive
1947,If Richard get covid because he don t wanna read the safety guidelines imma be PISSED OFF He so hardheaded GreysAnatomy,hardheaded,negative
1948,RT iamIqraKhalid The situation in HongKong is deeply concerning and we have announced measures to support asylum claimants Canadians,support,positive
1949,Winter Done,,neutral
1950,SDCatholic Haha if I had to pick a winter month d say the same for obvious reasons,,neutral
1951,Jfs LED Dog Collar USB Rechargeable Cut To Size Universal Fit Easy Clean Improves Visibility amp Safety For Your,,neutral
1952,Marco Rubio TORCHES Dems at indoor rally in Georgia via YouTube,,neutral
1953,RT DFWJodyDean West Fort Worth Not quite what I d call lowering the temperature BudKennedy,,neutral
1954,RT DrEricDing BREAKING Our entire country from coronavirus pandemic Another new all time record 150 000 cases today Thanksgiving holid,,neutral
1955,RT John F Kennnedy Hell will Freeze over Before Joe Biden gets in the White House DARK WINTER Apply Keystone Paint Pictur,,neutral
1956,In the winter of 1862 1863 as hundreds Dakota people began to spill into region Governor Alexander Dallas amp,,neutral
1957,RT cbcnewsbc Wind storm heading for Victoria with gusts of up to 90 km h,,neutral
1958,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
